종목코드,종목명,시장,업종,업종_상세,업종_대분류,종가,거래대금(억원),시가총액(억원),상태,IS_ACTIVE,IS_NOW_ENTRY,IS_WATCH,추천매수가,손절가,추천매도가1,추천매도가2,FINAL_SCORE,TRIGGER_SCORE,TOTAL_SCORE,RANK_SCORE,LDY_SCORE,ENTRY_SCORE,ML_SCORE,NEWS_SCORE,NEWS_REASON,TRIGGER,ROUTE,REGIME,ret_20d_%,ret_120d_%,rel_20d_%,rel_60d_%,rel_120d_%,TTM_SQUEEZE_CNT,NORM_RR,NORM_T1,NORM_SL,NORM_NEAR,NORM_MOM,NORM_LIQ,NORM_TEC,RSI14,MFI14,이격도,BB_BW,TTM_SQUEEZE,BB_SQUEEZE_BW,ret_1d_%,ret_5d_%,ret_10d_%,ret_60d_%,Low_Trend_PCT,RSI_Rising,BB_Expanding,Vol_Quality,Range_Pos,Above_MA20,SUPERTREND_DIR,SUPERTREND_VAL,VWAP,VWAP_GAP,MACD_Slope_PCT,거래강도,V_POWER,IS_SWING_SUPPORT,주봉20선_상회,주봉추세,HMA20,HMA_Trend,HMA_On,OBV_Div,SECTOR_RET_5D,SECTOR_RS,SECTOR_RANK,EBS,ENG_SCORE,MOM_SCORE,RR1,Now%,AI_COMMENT,켈리_수량,켈리_금액(원),추천수량,추천금액(만원),MKT_BREADTH_ALL_%,MKT_BREADTH_KOSPI_%,MKT_BREADTH_KOSDAQ_%,MKT_TEMP,TOP_SECTORS_5D,REGIME_RANK,LDY_RANK,기준일,시총기준일,벤치_60d_KOSPI_%,벤치_60d_KOSDAQ_%,60일_종목수익률_%,60일_초과수익(α)_%
010170,대한광통신,KOSDAQ,절연선 및 케이블 제조업,절연선 및 케이블 제조업,기타,3460,806.86,0.0,ARMED,True,False,False,3460,2725,4925,5417.5,67.1,59.3,70.5,58.7,58.7,57.3,98.0,0.0,,,ARMED,① 강한 상승 추세,28.96,244.62,7.4,16.77,198.02,1,0.99,1.0,0.0,1.0,0.62,0.59,0.29,59.1,74.3,11.08,31.65,1,0,-9.9,15.53,15.33,40.82,9.78,0,0,2.11,0.63,1,1,2805.0,3514,-1.56,0.456,0.94,0.87,False,O,▲,3275,▲,O,X,10.18726618705036,0.47719424460431703,10.0,5,37.4,61.5,1.9931972789115646,0.0,🌪️ 에너지 응축 시작 (1일차). 💰 외국인/기관 수급 집중. 🚀 단기 모멘텀 가속. ⚠️ 단기 급등 조정 주의.🌪️ 에너지 응축 시작 (1일차). 💰 외국인/기관 수급 집중. 🚀 단기 모멘텀 가속. ⚠️ 단기 급등 조정 주의.,370,1283276,370.0,128.3,87.2,83.1,90.5,🔥 과열,1.인프라·에너지(+13.4%) / 2.IT/전기전자(+10.6%) / 3.조선·기계·설비(+8.6%) / 4.화학·소재(+8.1%) / 5.철강·금속(+7.9%),1,11,20260130,20260130,26.75,24.05,40.82,16.77
025980,아난티,KOSDAQ,일반 및 생활 숙박시설 운영업,일반 및 생활 숙박시설 운영업,기타,8410,120.54,0.0,WAIT,False,False,True,8410,7870,9490,10439.0,67.1,84.0,59.8,51.3,51.3,46.6,79.5999984741211,0.0,,,WAIT,④ 바닥 반등 시도,0.6,-17.79,-20.96,-8.84,-64.39,4,1.0,0.64,0.9,1.0,0.16,0.09,0.67,62.4,57.9,5.65,9.87,0,1,1.57,6.46,6.59,15.21,1.99,0,0,1.09,0.88,1,1,7603.0,8209,2.44,0.0929,1.51,1.64,False,O,▼,8150,▲,O,X,10.18726618705036,0.47719424460431703,10.0,5,33.6,15.7,2.0,0.0,🔇 변동성 축소 (BW 9.9%). 💪 매수세 장악(Power Buying). 🚀 단기 모멘텀 가속. ⚠️ 단기 급등 조정 주의.🔇 변동성 축소 (BW 9.9%). 🚀 단기 모멘텀 가속. ⚠️ 단기 급등 조정 주의.,0,0,,,87.2,83.1,90.5,🔥 과열,1.인프라·에너지(+13.4%) / 2.IT/전기전자(+10.6%) / 3.조선·기계·설비(+8.6%) / 4.화학·소재(+8.1%) / 5.철강·금속(+7.9%),4,12,20260130,20260130,26.75,24.05,15.21,-8.84
062040,산일전기,KOSPI,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업","전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",인프라·에너지,147500,427.12,0.0,ATTACK,True,True,False,147500,134500,173400,190740.00000000003,66.5,64.1,67.5,62.1,62.1,64.7,80.0999984741211,0.0,,🚀급등시동,ATTACK,④ 바닥 반등 시도,7.04,22.1,-14.19,-38.95,-43.87,3,0.99,0.88,0.48,1.0,0.12,0.31,0.57,61.9,71.2,3.64,11.35,1,0,0.27,2.64,2.79,-12.2,4.17,1,0,1.34,0.81,1,1,127230.0,145161,1.61,0.095,1.02,0.59,False,O,▲,145816,▲,O,X,12.185,14.239166666666668,1.0,6,55.6,12.4,1.9923076923076923,0.0,🌪️ 에너지 응축 시작 (3일차). 📉 매도세 우위. 💰 외국인/기관 수급 집중. 🚀 단기 모멘텀 가속. 🌪️ 에너지 응축 시작 (3일차). 💰 외국인/기관 수급 집중. 🚀 단기 모멘텀 가속. ,7,1057432,7.0,105.7,87.2,83.1,90.5,🔥 과열,1.인프라·에너지(+13.4%) / 2.IT/전기전자(+10.6%) / 3.조선·기계·설비(+8.6%) / 4.화학·소재(+8.1%) / 5.철강·금속(+7.9%),4,13,20260130,20260130,26.75,24.05,-12.2,-38.95
006260,LS,KOSPI,기타 금융업,기타 금융업,금융,229000,685.09,0.0,ARMED,True,False,False,229000,207500,271500,298650.0,66.3,69.0,65.2,54.8,54.8,50.2,89.30000305175781,0.0,,,ARMED,⑤ 하락 / 약세,9.83,39.72,-11.4,-23.83,-26.25,2,0.98,0.93,0.38,1.0,0.03,0.5,0.53,61.9,75.0,4.79,17.52,1,0,-3.17,0.44,3.15,2.92,6.91,1,0,1.19,0.62,1,1,197550.0,230359,-0.59,-0.085,1.32,-1.04,False,O,▲,229879,▲,X,X,7.02075,-6.2835,14.0,5,49.0,2.9,1.9767441860465116,0.0,🌪️ 에너지 응축 시작 (2일차). 📉 매도세 우위. 💰 외국인/기관 수급 집중. 🌪️ 에너지 응축 시작 (2일차). 💰 외국인/기관 수급 집중. ,3,873882,3.0,87.4,87.2,83.1,90.5,🔥 과열,1.인프라·에너지(+13.4%) / 2.IT/전기전자(+10.6%) / 3.조선·기계·설비(+8.6%) / 4.화학·소재(+8.1%) / 5.철강·금속(+7.9%),5,14,20260130,20260130,26.75,24.05,2.92,-23.83
000810,삼성화재,KOSPI,보험업,보험업,금융,501000,839.39,0.0,WAIT,False,False,True,501000,473000,557000,612700.0,66.2,70.0,64.6,66.8,66.8,65.3,59.5,0.0,,⚡눌림회복,WAIT,④ 바닥 반등 시도,0.8,20.0,-20.43,-14.04,-45.97,0,1.0,0.56,0.98,1.0,0.04,0.62,0.73,62.9,57.5,2.77,8.39,0,1,0.4,1.83,2.98,12.71,2.36,1,1,1.0,0.74,1,1,466800.0,496641,0.88,0.016,1.74,1.5,True,O,▲,499679,▲,O,X,7.02075,-6.2835,14.0,6,61.1,4.4,2.0,0.0,🔇 변동성 축소 (BW 8.4%). 🧱 구조적 지지선(Swing Low) 근접. 💪 매수세 장악(Power Buying). 📈 상승 모멘텀 개선. 🔇 변동성 축소 (BW 8.4%). 📈 상승 모멘텀 개선. ,1,844999,1.0,84.5,87.2,83.1,90.5,🔥 과열,1.인프라·에너지(+13.4%) / 2.IT/전기전자(+10.6%) / 3.조선·기계·설비(+8.6%) / 4.화학·소재(+8.1%) / 5.철강·금속(+7.9%),4,15,20260130,20260130,26.75,24.05,12.71,-14.04
009150,삼성전기,KOSPI,전자부품 제조업,전자부품 제조업,IT/전기전자,279000,1990.61,0.0,ARMED,True,False,False,279000,260500,316000,347600.0,66.2,60.6,68.6,61.0,61.0,55.4,86.30000305175781,0.0,,⚡눌림회복,ARMED,④ 바닥 반등 시도,3.33,85.63,-17.9,-10.01,19.66,2,1.0,0.66,0.88,1.0,0.01,1.0,0.49,50.0,58.8,0.1,11.25,1,0,-0.18,2.57,-3.63,16.74,3.3,1,0,1.04,0.57,1,1,251000.0,276853,0.78,0.0096,1.05,0.35,True,O,▲,278046,▼,O,X,12.97752808988764,9.052359550561798,2.0,6,38.1,1.0,2.0,0.0,🌪️ 에너지 응축 시작 (2일차). 🧱 구조적 지지선(Swing Low) 근접. 📉 매도세 우위. 📈 상승 모멘텀 개선. ✅ 20일선 눌림목 구간.🌪️ 에너지 응축 시작 (2일차). 📈 상승 모멘텀 개선. ✅ 20일선 눌림목 구간.,4,1145000,4.0,114.5,87.2,83.1,90.5,🔥 과열,1.인프라·에너지(+13.4%) / 2.IT/전기전자(+10.6%) / 3.조선·기계·설비(+8.6%) / 4.화학·소재(+8.1%) / 5.철강·금속(+7.9%),4,16,20260130,20260130,26.75,24.05,16.74,-10.01
226590,엠디바이스,KOSDAQ,전자부품 제조업,전자부품 제조업,IT/전기전자,17050,126.97,0.0,ARMED,True,False,False,17050,14840,21500,23650.000000000004,65.9,84.0,58.1,43.7,43.7,49.1,91.5999984741211,0.0,,,ARMED,④ 바닥 반등 시도,9.22,66.34,-12.34,-21.77,19.74,3,1.0,1.0,0.04,1.0,0.3,0.09,0.51,73.8,86.8,8.95,17.35,1,0,2.1,12.02,9.44,2.28,4.23,0,0,1.27,0.71,1,1,14018.0,16626,2.55,0.2017,2.05,0.84,False,O,▲,16290,▲,O,X,12.97752808988764,9.052359550561798,2.0,4,32.8,29.6,2.013574660633484,0.0,🌪️ 에너지 응축 시작 (3일차). 💰 외국인/기관 수급 집중. 🚀 단기 모멘텀 가속. ⚠️ 단기 급등 조정 주의.🌪️ 에너지 응축 시작 (3일차). 💰 외국인/기관 수급 집중. 🚀 단기 모멘텀 가속. ⚠️ 단기 급등 조정 주의.,0,0,,,87.2,83.1,90.5,🔥 과열,1.인프라·에너지(+13.4%) / 2.IT/전기전자(+10.6%) / 3.조선·기계·설비(+8.6%) / 4.화학·소재(+8.1%) / 5.철강·금속(+7.9%),4,17,20260130,20260130,26.75,24.05,2.28,-21.77
005880,대한해운,KOSPI,해상 운송업,해상 운송업,기타,1953,94.79,0.0,ARMED,True,False,False,1953,1819,2220,2442.0,65.4,69.0,63.9,58.0,58.0,57.9,77.80000305175781,0.0,,,ARMED,④ 바닥 반등 시도,11.79,10.46,-9.44,-24.39,-55.51,0,0.99,0.68,0.84,1.0,0.17,0.07,0.64,67.7,74.9,6.1,17.19,0,0,-3.08,4.1,7.07,2.36,3.32,1,1,2.27,0.71,1,1,1744.0,1944,0.41,0.1038,1.49,1.56,False,O,▲,1951,▲,O,X,10.18726618705036,0.47719424460431703,10.0,5,61.1,17.2,1.992537313432836,0.0,💪 매수세 장악(Power Buying). 💰 외국인/기관 수급 집중. 🚀 단기 모멘텀 가속. ⚠️ 단기 급등 조정 주의.💰 외국인/기관 수급 집중. 🚀 단기 모멘텀 가속. ⚠️ 단기 급등 조정 주의.,403,787247,403.0,78.7,87.2,83.1,90.5,🔥 과열,1.인프라·에너지(+13.4%) / 2.IT/전기전자(+10.6%) / 3.조선·기계·설비(+8.6%) / 4.화학·소재(+8.1%) / 5.철강·금속(+7.9%),4,18,20260130,20260130,26.75,24.05,2.36,-24.39
054210,이랜텍,KOSDAQ,전자부품 제조업,전자부품 제조업,IT/전기전자,10420,78.08,0.0,WAIT,False,False,True,10420,9050,13160,14476.000000000002,65.4,69.0,63.8,52.2,52.2,76.8,90.80000305175781,0.0,,🚀급등시동,WAIT,④ 바닥 반등 시도,20.46,34.45,-1.1,-7.5,-12.15,0,1.0,1.0,0.04,1.0,0.31,0.06,0.31,68.1,68.7,13.39,42.42,0,0,-5.87,8.88,20.18,16.55,15.66,1,0,1.48,0.77,1,1,8053.0,10421,-0.02,0.1235,1.62,0.86,False,O,▲,10595,▲,X,X,12.97752808988764,9.052359550561798,2.0,5,76.4,31.2,2.0,0.0,💸 자금 유입 지속. 🚀 단기 모멘텀 가속. ⚠️ 단기 급등 조정 주의.💸 자금 유입 지속. 🚀 단기 모멘텀 가속. ⚠️ 단기 급등 조정 주의.,75,784999,75.0,78.5,87.2,83.1,90.5,🔥 과열,1.인프라·에너지(+13.4%) / 2.IT/전기전자(+10.6%) / 3.조선·기계·설비(+8.6%) / 4.화학·소재(+8.1%) / 5.철강·금속(+7.9%),4,19,20260130,20260130,26.75,24.05,16.55,-7.5
055550,신한지주,KOSPI,기타 금융업,기타 금융업,금융,84300,1401.96,0.0,WAIT,False,False,True,84300,79600,93600,102960.00000000001,64.7,59.6,66.9,62.6,62.6,55.2,76.80000305175781,0.0,,,WAIT,⑤ 하락 / 약세,10.05,27.92,-11.18,-16.41,-38.05,0,0.98,0.55,0.98,1.0,0.06,1.0,0.54,66.9,67.1,4.05,12.92,0,0,-0.94,0.48,6.44,10.34,1.83,1,1,1.27,0.74,1,1,77560.0,84565,-0.31,-0.0172,1.29,-0.45,False,O,▲,85186,▲,X,X,7.02075,-6.2835,14.0,6,60.1,5.8,1.9787234042553192,0.0,📉 매도세 우위. 💸 자금 유입 지속. 💸 자금 유입 지속. ,11,1003225,11.0,100.3,87.2,83.1,90.5,🔥 과열,1.인프라·에너지(+13.4%) / 2.IT/전기전자(+10.6%) / 3.조선·기계·설비(+8.6%) / 4.화학·소재(+8.1%) / 5.철강·금속(+7.9%),5,20,20260130,20260130,26.75,24.05,10.34,-16.41
105560,KB금융,KOSPI,기타 금융업,기타 금융업,금융,135200,1963.63,0.0,WAIT,False,False,True,135200,126900,151800,166980.0,64.6,60.0,66.5,61.6,61.6,52.4,78.0,0.0,,,WAIT,⑤ 하락 / 약세,9.65,24.72,-11.58,-15.84,-41.25,0,1.0,0.61,0.94,1.0,0.03,1.0,0.57,64.9,53.9,2.77,16.22,0,0,-1.89,-0.29,3.28,10.91,4.01,1,1,0.88,0.61,1,1,126100.0,138213,-2.18,-0.0814,1.48,-1.02,False,O,▲,139880,▲,X,X,7.02075,-6.2835,14.0,6,54.6,3.0,2.0,0.0,📉 매도세 우위. ,7,987500,7.0,98.8,87.2,83.1,90.5,🔥 과열,1.인프라·에너지(+13.4%) / 2.IT/전기전자(+10.6%) / 3.조선·기계·설비(+8.6%) / 4.화학·소재(+8.1%) / 5.철강·금속(+7.9%),5,21,20260130,20260130,26.75,24.05,10.91,-15.84
